gameId,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueTotalGold,blueTotalExperience,blueWins
1856,0,4,1,3,1,1,17257,19047,0
1857,0,1,2,2,0,0,16122,17166,0
1858,1,10,3,10,2,1,18725,18812,1
1859,0,4,7,2,0,0,16317,17468,1
1860,0,6,3,6,0,0,16359,16268,1
1861,1,6,4,7,0,0,16922,17106,1
1862,1,12,5,15,0,0,18950,18141,1
1863,0,8,10,8,1,1,17306,18029,0
1864,0,8,5,9,0,0,17451,18245,1
1865,0,7,12,5,0,0,17446,16341,1
1866,1,7,9,8,0,0,17436,17092,0
1867,0,4,5,7,0,0,16305,17276,0
1868,1,2,5,5,0,0,18767,17838,1
1869,1,14,5,8,1,1,21282,18871,1
1870,0,10,8,14,0,0,21262,18101,1
1871,0,8,6,9,0,0,18819,18517,1
1872,0,3,8,2,0,0,14704,14278,0
1873,0,3,5,4,0,0,16124,16237,0
1874,0,4,5,5,0,0,16063,16205,1
1875,0,10,10,9,0,0,18850,18900,1
1876,1,7,5,6,0,0,17472,17263,0
1877,0,3,9,3,0,0,16383,17025,0
1878,0,6,9,6,0,0,17353,17216,0
1879,1,13,5,14,1,1,18881,17062,1
1880,0,2,9,3,0,0,15236,15979,0
1881,1,9,7,10,0,0,18642,17288,0
1882,1,8,2,12,1,1,17488,18006,1
1883,0,4,5,3,0,0,16372,17411,0
1884,0,4,8,5,1,0,16152,15923,0
1885,1,9,9,11,1,1,18687,18125,1
1886,1,9,5,8,1,1,18677,17162,1
1887,1,8,3,8,0,0,17454,17891,1
1888,1,9,4,13,1,1,18880,18415,1
1889,0,3,4,2,1,0,16286,18033,0
1890,1,7,4,5,0,0,17442,17088,0
1891,1,4,4,4,0,0,16119,17356,1
1892,0,5,4,4,1,0,16363,17361,0
1893,1,7,2,8,1,1,16079,15946,1
1894,0,1,4,1,0,0,15501,16353,1
1895,1,5,8,5,2,1,16062,17391,0
1896,1,4,7,5,1,0,16037,17082,1
1897,1,11,6,10,2,1,18714,18273,1
1898,1,11,3,12,1,0,18703,17903,1
1899,1,9,5,15,1,1,18727,17167,1
1900,0,4,8,7,1,0,16273,17370,0
1901,1,5,5,2,1,1,16162,17003,0
1902,0,7,7,7,0,0,18701,18016,0
1903,0,7,7,10,0,0,16205,17051,1
1904,1,13,8,14,0,0,21381,18193,1
1905,0,4,3,6,1,0,16338,17855,0
1906,0,8,5,5,0,0,18788,18692,1
1907,1,9,9,10,1,1,17447,17179,0
1908,0,6,4,6,0,0,17430,17407,1
1909,0,2,8,1,0,0,15558,17012,0
1910,0,3,5,2,1,1,16310,17382,0
1911,0,2,12,0,1,0,14931,14308,0
1912,1,6,3,6,1,1,17424,17021,0
1913,1,9,7,7,1,0,17281,15839,1
1914,0,5,7,7,0,0,17344,18256,1
1915,1,11,4,8,0,0,18636,16492,1
1916,0,12,3,16,1,1,21244,18910,1
1917,0,9,9,11,0,0,17412,17041,0
1918,1,9,1,4,0,0,18553,17883,1
1919,1,8,2,4,1,0,18829,18108,1
1920,0,4,4,4,0,0,16022,16069,0
1921,1,6,5,6,0,0,17354,17306,0
1922,0,4,8,4,0,0,16033,16267,0
1923,1,7,3,9,0,0,17360,17998,0
1924,1,10,7,10,1,1,18840,18548,1
1925,1,9,4,11,1,1,17354,16991,1
1926,1,5,6,5,1,1,16189,17235,0
1927,1,10,7,10,1,0,21273,18164,1
1928,1,10,6,10,0,0,18845,17003,1
1929,1,8,5,8,1,1,18627,18834,1
1930,0,6,7,6,0,0,17478,17189,0
1931,0,10,12,10,0,0,18465,16204,0
1932,1,8,6,10,1,1,17416,17108,0
1933,1,4,5,4,0,0,16134,15892,0
1934,1,7,4,4,0,0,16353,18162,1
1935,0,5,6,3,0,0,17384,18011,1
1936,1,5,1,4,0,0,17442,18760,1
1937,1,5,9,4,0,0,16106,14116,1
1938,1,9,9,10,0,0,18678,16217,0
1939,0,4,1,3,1,0,17516,18105,0
1940,1,6,3,5,1,1,16113,17951,1
1941,1,11,3,15,0,0,18842,18171,1
1942,0,4,3,3,1,1,16306,18110,1
1943,0,5,10,4,1,1,16180,17370,0
1944,0,1,4,1,0,0,15136,16028,0
1945,1,4,1,5,0,0,16214,17444,1
1946,0,1,4,1,0,0,15188,16039,0
1947,1,8,4,8,2,1,18436,18200,1
1948,1,5,2,9,0,0,15970,15993,1
1949,0,6,5,6,1,1,17184,17284,1
1950,0,6,4,6,1,0,16306,17480,0
1951,1,7,2,9,1,1,17285,17565,1
1952,1,8,9,8,0,0,18833,17986,1
1953,0,5,8,5,1,0,17413,18238,1
1954,1,7,5,7,1,1,17369,17147,1
1955,0,4,2,5,0,0,16387,18151,1
1956,0,2,10,0,0,0,14718,14312,0
1957,0,5,5,8,0,0,17264,18033,0
1958,0,1,6,3,0,0,16193,16225,0
1959,1,11,1,24,1,1,18904,18563,1
1960,1,5,8,7,1,1,17295,16971,0
1961,0,2,5,2,0,0,15188,16043,0
1962,1,13,8,15,0,0,21241,18902,1
1963,0,4,7,6,0,0,15979,16097,0
1964,1,8,2,11,1,1,18823,18158,1
1965,1,7,3,7,1,1,16370,17365,0
1966,0,3,8,1,0,0,14869,15915,0
1967,1,7,6,4,0,0,17260,17364,1
1968,0,4,5,5,0,0,16179,17259,0
1969,0,3,4,2,2,1,16170,17069,1
1970,0,1,6,3,0,0,14852,14140,0
1971,1,8,6,6,2,1,18667,18179,1
1972,1,11,6,15,2,1,18879,18987,1
1973,1,9,7,10,0,0,17454,18131,1
1974,1,6,2,3,0,0,17209,18007,0
1975,1,8,6,7,1,1,17576,15904,1
1976,0,1,10,1,0,0,14955,15885,0
1977,1,8,6,8,0,0,18697,18005,1
1978,1,9,7,7,1,1,17383,16287,1
1979,1,5,3,6,1,1,17334,18070,1
1980,0,6,7,5,1,1,17276,18079,1
1981,0,5,9,3,0,0,16347,16250,0
1982,1,11,4,6,1,1,21144,18012,1
1983,0,5,3,6,1,1,17196,18230,0
1984,1,7,6,8,1,0,17453,17323,0
1985,1,3,4,5,1,0,15979,16984,1
1986,0,6,8,10,1,1,17525,17358,0
1987,0,6,4,8,0,0,17300,17440,0
1988,1,9,7,8,1,0,18417,17143,0
1989,0,0,8,0,0,0,14715,15880,0
1990,1,5,5,6,0,0,17268,18083,0
1991,1,10,7,6,1,0,18831,19067,1
1992,0,3,5,3,0,0,16347,17398,0
1993,1,6,2,7,1,1,17212,18146,0
1994,0,6,6,7,0,0,17459,18127,1
1995,1,4,2,3,0,0,16165,18267,1
1996,0,8,6,11,1,1,17331,17972,1
1997,1,5,5,6,0,0,15762,14213,0
1998,0,6,6,4,1,1,17198,18054,0
1999,1,12,7,14,1,0,21156,17979,1
2000,0,11,6,9,0,0,18882,18825,1
2001,1,8,6,8,0,0,17498,17032,0
2002,0,8,6,10,0,0,18691,17941,1
2003,0,4,4,7,1,1,16122,17063,0
2004,1,5,5,6,0,0,16223,16183,0
2005,1,8,1,15,2,1,18677,18670,1
2006,1,7,10,10,1,1,17026,16227,1
2007,1,8,5,5,0,0,16390,17061,0
2008,1,10,5,7,0,0,18835,18730,1
2009,1,11,9,5,1,1,18711,18044,1
2010,0,7,8,5,1,1,17111,14012,0
2011,0,6,7,10,0,0,16186,18315,1
2012,1,3,4,1,1,0,16289,17376,0
2013,1,7,4,7,1,1,17435,18835,1
2014,1,8,3,10,0,0,18720,18755,1
2015,1,7,2,8,1,0,17340,17983,1
2016,1,4,7,3,0,0,15967,14314,0
2017,0,3,7,3,1,1,16233,16253,0
2018,0,3,6,2,0,0,15065,15884,0
2019,1,7,4,8,0,0,17360,18149,0
2020,0,3,4,3,0,0,15508,16259,0
2021,0,8,4,11,1,1,18628,17972,1
2022,1,8,7,9,0,0,18644,17971,1
2023,0,7,7,10,0,0,16326,16352,0
2024,0,8,2,9,0,0,17311,17485,1
2025,0,6,8,9,0,0,16128,15999,0
2026,0,6,3,4,0,0,17319,17519,1
2027,1,7,3,9,0,0,18675,18174,1
2028,1,10,7,7,0,0,18578,17007,1
2029,0,10,5,10,1,1,21263,19080,1
2030,0,3,5,3,0,0,16076,16215,0
2031,0,4,7,4,0,0,16183,17138,0
2032,0,3,3,3,1,0,16442,18071,0
2033,1,11,6,10,0,0,18599,18495,1
2034,0,8,6,6,0,0,17460,18064,1
2035,0,6,3,4,1,1,16234,18245,1
2036,1,13,4,13,1,0,21233,18860,1
2037,1,4,5,6,0,0,16154,16187,0
2038,0,5,8,6,1,0,16311,17355,0
2039,0,3,7,3,0,0,16145,16176,1
2040,0,4,5,6,0,0,17357,17324,1
2041,0,5,5,4,0,0,16214,17271,0
2042,1,9,4,10,0,0,18845,18823,1
2043,1,8,6,11,0,0,17493,18143,1
2044,0,10,4,9,2,1,17203,17001,0
2045,1,8,3,5,0,0,17453,17344,1
2046,1,11,2,8,0,0,18628,17965,1
2047,0,5,4,6,0,0,16160,17337,0
2048,0,8,4,10,2,1,18778,18975,1
2049,1,11,4,10,1,1,18782,18753,1
2050,1,9,8,9,1,1,18544,17343,0
2051,0,8,6,8,1,0,17480,17359,0
2052,1,7,8,8,0,0,15709,14383,1
2053,0,4,7,4,1,1,17224,18079,1
2054,1,7,5,5,0,0,17444,18961,1
2055,0,2,10,2,1,0,14850,15912,0
2056,1,5,7,4,0,0,16201,17366,0
2057,1,5,5,7,0,0,17209,18052,0
2058,1,6,6,7,1,1,18706,17976,1
2059,1,7,5,4,1,0,17184,18130,0
2060,1,6,5,4,1,1,17436,18686,1
2061,0,10,8,10,1,0,18818,18527,1
2062,1,9,4,8,1,0,18681,17909,1
2063,0,10,6,9,1,0,18763,18018,1
2064,0,11,9,12,0,0,18773,17352,0
2065,0,5,7,7,0,0,17361,18509,1
2066,1,9,10,10,0,0,17165,16273,1
2067,0,6,8,6,1,1,17253,17349,0
2068,0,8,2,6,0,0,18783,18852,1
2069,1,9,7,15,1,1,18712,17365,1
2070,1,4,4,4,0,0,16262,16368,1
2071,1,6,9,6,0,0,17499,18455,1
2072,0,3,3,2,1,0,16009,16164,0
2073,1,3,2,1,0,0,16184,17396,0
2074,0,4,7,2,1,1,15160,15932,0
2075,0,9,8,8,1,1,17495,17125,0
2076,1,3,5,2,0,0,16252,17033,0
2077,0,6,10,10,1,1,16911,17269,1
2078,0,7,2,5,1,0,17336,17946,1
2079,1,9,12,11,1,1,18803,18161,1
2080,1,11,3,14,1,1,21396,18034,1
2081,1,10,7,10,1,0,18619,18662,0
2082,1,9,6,8,2,1,18766,17906,1
2083,0,6,7,8,0,0,17238,16256,0
2084,0,5,7,4,0,0,16230,16304,0
2085,1,10,6,7,1,1,18591,18361,1
2086,1,9,8,7,0,0,16127,15874,0
2087,1,5,2,3,0,0,15875,14400,0
2088,0,4,3,5,1,0,16350,18068,0
2089,0,9,3,9,1,1,18455,18281,1
2090,1,7,10,10,2,1,17178,18123,0
2091,0,7,4,11,1,1,17312,17926,1
2092,0,7,4,8,0,0,18802,17997,1
2093,1,8,8,8,1,1,16368,17338,1
2094,1,9,2,7,0,0,17439,17189,1
2095,0,8,1,15,0,0,18785,18897,1
2096,0,5,5,7,0,0,17109,18138,0
2097,0,4,9,3,0,0,16144,16296,0
2098,0,3,4,2,0,0,15881,16066,0
2099,1,6,3,7,2,1,17160,17957,1
2100,1,7,5,10,1,1,17347,17344,0
2101,0,3,3,2,1,1,16117,17394,1
2102,0,6,4,10,0,0,17289,17986,0
2103,1,10,6,9,0,0,18822,18228,1
2104,1,9,2,9,1,1,17384,17179,1
2105,0,6,6,4,1,1,18712,17955,1
2106,1,6,4,7,2,1,17362,17037,1
2107,0,4,7,3,0,0,16288,17106,0
2108,1,5,5,4,0,0,16358,17238,0
2109,1,8,3,11,2,1,18680,17990,1
2110,1,9,4,8,1,1,17313,15917,0
2111,1,1,3,2,0,0,14950,16186,0
2112,1,11,5,13,0,0,18837,18719,1
2113,0,0,1,0,2,1,14790,17270,0
2114,0,3,7,1,1,0,14809,15894,0
2115,1,5,2,5,1,1,15819,17026,1
2116,1,7,10,10,0,0,16023,17152,0
2117,1,5,7,7,1,1,15964,15943,1
2118,1,5,1,8,0,0,17345,18188,1
2119,0,4,6,5,0,0,16089,17084,0
2120,0,6,9,9,0,0,17435,17215,0
2121,0,4,1,15,2,1,21129,19068,1
2122,0,5,5,7,1,1,16197,17893,0
2123,1,9,6,9,1,1,17505,16263,1
2124,1,9,7,7,1,1,18935,18810,1
2125,1,3,7,4,0,0,17385,18043,1
2126,1,5,2,5,0,0,17264,18037,0
2127,0,3,3,3,0,0,16410,17926,0
2128,1,2,6,2,0,0,16131,16183,0
2129,1,8,6,9,0,0,18705,17990,1
2130,0,8,4,11,1,1,17454,17987,1
2131,1,6,5,5,1,1,16384,17944,1
2132,1,11,3,11,0,0,18599,18093,1
2133,0,6,3,4,1,1,16346,17155,0
2134,0,5,7,6,0,0,16300,17424,0
2135,0,10,4,11,2,1,18789,18583,1
2136,1,5,8,6,1,1,16169,17226,0
2137,0,5,4,6,0,0,17194,17411,1
2138,0,6,10,4,1,0,17267,19549,1
2139,1,7,4,10,0,0,17193,17413,1
2140,1,2,13,3,1,1,15375,16027,0
2141,1,9,7,8,1,1,18724,18833,1
2142,0,4,5,5,1,1,16154,17272,0
2143,0,7,4,5,1,1,17344,17861,1
2144,1,6,5,5,2,1,17055,18241,1
2145,0,10,3,8,2,1,18509,18072,1
2146,1,7,3,6,1,1,17485,17878,1
2147,1,4,5,3,0,0,15394,16262,0
2148,0,10,12,11,1,0,18759,18758,1
2149,0,5,6,4,0,0,16202,17335,0
2150,0,1,6,1,0,0,15188,16184,0
2151,0,3,7,3,0,0,15242,14401,0
2152,1,8,8,10,0,0,17495,17422,0
2153,0,6,6,6,1,1,17372,18104,0
2154,0,4,3,5,1,1,16349,18018,1
2155,1,7,8,8,0,0,17015,16008,1
2156,0,3,5,5,0,0,16216,17041,0
2157,0,5,6,8,0,0,17345,18673,1
2158,0,3,6,3,0,0,16300,16981,0
2159,0,10,12,11,0,0,17344,17810,1
2160,1,11,3,6,1,1,18777,18209,1
2161,1,6,3,4,0,0,17199,16398,1
2162,0,2,3,0,1,0,15084,16022,1
2163,0,5,7,7,0,0,16273,16000,0
2164,0,3,4,2,0,0,16224,17395,1
2165,0,6,7,4,0,0,16347,17329,0
2166,0,8,3,10,1,0,21259,17972,1
2167,1,7,6,8,0,0,18698,16995,1
2168,1,5,1,6,2,1,18811,18770,1
2169,0,5,4,5,1,1,17201,16387,1
2170,0,5,6,6,0,0,17052,18127,0
2171,0,3,13,3,0,0,14727,14366,0
2172,0,6,6,4,1,1,17285,17895,1
2173,0,2,10,3,0,0,14813,14436,0
2174,1,8,4,10,2,1,18546,18686,1
2175,1,8,4,9,1,1,17391,15865,0
2176,0,14,3,15,1,1,21319,18996,1
2177,1,7,3,6,0,0,17278,17353,1
2178,1,8,3,7,0,0,18750,18639,1
2179,1,10,3,15,2,1,18644,18190,1
2180,0,4,3,3,1,0,16374,18463,0
2181,1,9,7,10,1,0,18859,17994,1
2182,1,13,6,8,0,0,18837,17447,0
2183,0,11,10,16,0,0,18806,17343,0
2184,1,14,8,13,0,0,21281,18243,1
2185,1,10,6,8,0,0,18500,17334,1
2186,1,8,7,4,0,0,16286,16229,0
2187,0,6,6,8,0,0,17457,17002,1
2188,0,10,10,10,2,1,18675,18278,1
2189,0,4,5,4,0,0,15913,16245,0
2190,0,4,7,9,1,1,16253,17378,1
2191,0,7,3,8,0,0,16308,17247,1
2192,1,10,6,9,1,1,18736,17857,0
2193,1,3,5,3,0,0,17216,18241,1
2194,0,5,5,3,0,0,16076,17098,0
2195,0,1,6,5,1,0,14479,14315,0
2196,0,3,8,3,0,0,16402,17445,1
2197,0,4,6,0,0,0,15907,15981,0
2198,0,5,5,5,0,0,16314,16993,0
2199,0,4,9,6,0,0,16262,16149,0
2200,0,9,10,12,0,0,17487,17149,0
2201,0,4,5,3,0,0,17131,17406,0
2202,0,6,4,5,1,0,16250,16365,1
2203,1,10,7,14,0,0,21255,18922,1
2204,1,11,6,7,0,0,18799,15836,0
2205,1,4,4,5,0,0,16276,17179,1
2206,0,6,8,4,0,0,16375,17091,0
2207,0,4,4,5,1,0,16245,17040,0
2208,1,14,6,13,1,0,21219,19071,1
2209,1,7,7,8,0,0,17344,17345,1
2210,1,6,3,9,0,0,17392,18261,1
2211,0,4,10,3,0,0,17382,17124,0
2212,1,10,4,10,0,0,18727,17954,1
2213,0,2,8,2,0,0,15279,16106,0
2214,1,5,7,6,0,0,15994,16036,0
2215,0,5,6,5,1,1,15800,16006,1
2216,0,5,2,4,1,1,16237,18720,1
2217,1,6,6,4,0,0,17448,18656,1
2218,1,8,6,7,0,0,17459,17873,1
2219,0,4,6,3,0,0,15540,17207,0
2220,1,9,4,5,0,0,17212,18008,1
2221,1,6,8,6,0,0,17350,17408,0
2222,0,5,5,3,1,1,17203,18618,1
2223,0,2,7,3,1,1,16185,18165,0
2224,1,4,1,4,0,0,16132,18108,0
2225,0,2,5,2,1,1,15533,16267,0
2226,0,7,4,10,0,0,15279,15862,0
2227,1,8,9,7,0,0,17362,16985,0
2228,0,4,2,3,1,0,17465,17425,0
2229,0,5,10,6,0,0,17249,17390,0
2230,0,5,6,4,0,0,17190,17905,0
2231,1,13,4,10,2,1,21171,19047,1
2232,1,2,4,2,1,1,15381,16249,0
2233,1,9,7,10,1,0,18805,17136,1
2234,1,7,9,7,0,0,16217,16266,1
2235,1,6,7,7,0,0,16295,17333,0
2236,1,7,1,6,2,1,17267,17970,1
2237,0,1,3,1,1,0,14825,17144,0
2238,1,7,6,6,1,1,17336,18051,1
2239,1,10,9,8,0,0,18807,17957,1
2240,0,7,3,9,0,0,17377,17837,1
2241,1,9,7,11,1,1,17532,18235,0
2242,1,7,5,10,0,0,16223,17506,0
2243,0,2,5,3,1,1,15297,15986,0
2244,0,4,8,6,0,0,16079,16038,0
2245,0,8,7,5,1,0,18653,17851,1
2246,1,9,5,11,1,1,17223,18019,1
2247,1,5,7,3,1,1,16147,17292,0
2248,1,3,2,3,2,1,16188,17542,1
2249,0,4,10,2,0,0,15431,16123,0
2250,0,5,5,5,1,1,17382,17415,1
2251,1,9,2,8,1,1,18792,18688,1
2252,1,7,7,9,1,1,17195,16177,1
2253,0,7,6,7,1,1,16390,17233,0
2254,0,4,6,6,1,1,16138,17835,1
2255,1,12,8,10,0,0,18801,17016,0
2256,0,10,12,11,1,1,18680,18614,1
2257,0,8,6,8,0,0,17422,18785,1
2258,0,5,8,3,1,1,15994,16021,0
2259,0,2,6,2,0,0,15408,16274,0
2260,0,1,8,1,1,1,14766,15915,0
2261,1,11,5,11,1,1,18847,18060,1
2262,1,8,10,9,0,0,17178,16314,0
2263,0,6,5,6,0,0,16241,17364,0
2264,1,8,8,8,1,1,17527,17329,0
2265,0,1,13,2,0,0,15195,17026,0
2266,1,7,2,9,0,0,17261,18258,0
2267,1,12,3,15,0,0,18905,18718,1
2268,1,9,3,7,1,1,18550,18063,0
2269,0,4,9,2,0,0,15206,16026,0
2270,1,10,8,7,1,1,18563,17793,1
2271,0,6,8,8,2,1,17063,18161,1
2272,0,5,7,5,0,0,17258,17423,0
2273,1,9,5,9,2,1,18533,18362,1
2274,1,11,10,11,0,0,18785,16323,1
2275,1,4,8,6,0,0,16245,16347,0
2276,1,14,8,6,2,1,21180,18562,1
2277,0,6,7,8,0,0,17399,17920,0
2278,0,5,3,8,1,0,16402,18014,0
2279,1,9,4,11,1,1,17441,17881,0
2280,1,4,7,3,1,0,16404,17424,0
2281,1,11,5,10,0,0,18734,17977,1
2282,0,1,8,0,0,0,14848,15915,0
2283,1,8,7,13,1,1,18700,17391,1
2284,0,5,4,5,0,0,17295,17458,0
2285,0,5,3,4,1,0,17294,18016,0
2286,0,5,10,5,0,0,16291,17333,0
2287,0,5,7,5,0,0,16230,17278,1
2288,1,4,6,3,1,1,16244,17168,0
2289,0,2,7,3,0,0,15597,18141,1
2290,1,9,5,7,1,1,16167,17299,1
2291,0,1,7,1,0,0,15499,17154,0
2292,0,1,6,1,0,0,15138,15890,0
2293,1,5,4,6,1,1,16153,17955,1
2294,0,5,4,3,0,0,17177,17018,1
2295,1,7,3,6,1,0,17470,18288,1
2296,0,7,10,8,0,0,17436,17327,1
2297,1,2,1,0,0,0,16161,17401,0
2298,1,2,2,2,1,1,16252,17010,1
2299,0,10,3,10,1,0,21306,18992,1
2300,0,4,8,3,0,0,16118,16234,1
2301,0,1,3,0,1,1,14659,15946,1
2302,1,6,3,7,1,1,17199,17972,1
2303,0,8,5,7,0,0,17442,17481,1
2304,1,6,13,8,1,1,15412,14673,0
2305,0,8,6,9,1,1,17385,18771,1
2306,0,6,7,5,0,0,17392,18111,0
2307,1,4,2,2,1,1,16237,17285,1
2308,0,1,9,1,0,0,15043,15904,0
2309,0,9,12,11,2,1,17323,17938,1
2310,0,8,4,6,1,1,17413,18106,1
2311,1,9,7,10,0,0,17472,17280,1
2312,0,0,4,0,0,0,14933,16010,0
2313,0,4,8,4,0,0,16274,17100,0
2314,0,5,8,7,0,0,16923,16306,1
2315,0,2,1,2,0,0,15430,16210,0
2316,1,10,6,11,1,0,18732,17963,1
2317,1,7,10,8,0,0,16241,15975,0
2318,1,5,4,4,1,0,17384,17992,1
2319,1,8,7,9,2,1,18742,18023,1
2320,0,11,3,11,1,0,18815,18797,1
2321,0,6,9,3,1,1,16210,18016,0
2322,1,6,7,6,0,0,17267,18145,0
2323,0,10,6,15,0,0,18965,19071,1
2324,0,1,3,0,0,0,15149,17128,0
2325,0,5,7,6,0,0,15828,15949,0
2326,1,8,4,6,0,0,18727,18057,1
2327,0,1,6,2,1,1,15231,16995,0
2328,0,5,10,4,0,0,16036,14423,0
2329,1,7,7,8,0,0,17297,16163,0
2330,0,4,8,2,0,0,16293,17235,0
2331,1,8,3,5,0,0,17431,17363,0
2332,0,3,3,3,0,0,16048,17356,0
2333,1,5,2,5,0,0,17315,17408,0
2334,1,7,5,6,0,0,17376,17322,0
2335,1,5,2,4,1,0,16189,17002,0
2336,0,4,5,4,1,1,16027,16089,0
2337,0,5,9,7,0,0,16169,15989,0
2338,1,8,6,7,1,1,17289,16207,1
2339,0,3,4,0,0,0,15342,15942,0
2340,0,5,1,5,0,0,17087,18315,1
2341,0,8,4,9,2,1,17319,18111,1
2342,0,5,10,5,0,0,16383,16300,0
2343,0,12,5,14,0,0,21464,17041,1
2344,1,2,2,3,1,0,16338,17323,0
2345,1,11,5,6,1,1,18847,19171,1
2346,0,6,5,5,0,0,16431,17425,0
2347,1,13,5,16,1,1,21327,18151,1
2348,0,6,10,9,1,1,17233,16263,0
2349,1,7,4,8,0,0,18676,18671,1
2350,1,8,3,11,0,0,17372,18238,1
2351,1,6,5,5,1,1,16030,15889,0
2352,1,8,6,11,1,1,18567,18144,1
2353,1,7,9,6,1,1,17383,17848,1
2354,1,2,7,3,0,0,15616,15852,0
2355,1,7,7,5,0,0,17278,17490,1
2356,0,3,4,2,1,0,16178,16981,0
2357,0,9,7,9,0,0,18602,18861,1
2358,0,4,5,5,1,1,16233,17040,1
2359,0,1,8,0,0,0,14757,16037,0
2360,1,7,10,9,0,0,18260,16014,0
2361,0,11,10,13,0,0,18858,18532,1
2362,1,7,4,6,1,1,17428,18094,1
2363,0,5,7,8,0,0,16095,16239,0
2364,1,10,7,9,1,1,18738,18110,1
2365,0,11,8,9,0,0,18810,17982,1
2366,1,11,4,13,1,0,18741,18752,1
2367,1,10,3,7,1,1,18590,17945,1
2368,0,6,6,5,0,0,17464,18240,0
2369,1,11,7,10,1,1,18828,18878,1
2370,1,5,5,6,1,0,16079,16082,0
2371,1,8,5,8,1,1,18914,18121,1
2372,1,13,4,8,1,1,21342,18625,1
2373,0,5,10,5,0,0,15727,14318,0
2374,1,9,3,13,1,1,18800,17858,1
2375,0,2,7,1,0,0,15255,16158,0
2376,1,9,6,11,0,0,18587,17961,1
2377,0,5,4,3,0,0,17201,18114,0
2378,1,6,9,6,0,0,17458,17359,0
2379,0,8,3,9,1,1,17376,17250,1
2380,0,4,5,2,1,1,16105,16132,0
2381,1,9,9,8,0,0,18518,17996,1
2382,1,9,4,8,1,0,18746,18017,1
2383,1,7,10,8,0,0,17274,17177,0
2384,1,5,6,6,0,0,17092,18809,0
2385,0,10,1,15,0,0,18845,18044,0
2386,0,3,4,2,0,0,16274,17305,0
2387,0,5,6,4,1,1,16216,17066,1
2388,1,9,3,9,1,1,18871,18101,1
2389,0,4,5,6,0,0,16270,17302,0
2390,1,8,7,12,0,0,17444,17167,1
2391,0,5,5,6,1,1,17300,18143,0
2392,0,2,4,0,0,0,15220,16251,0
2393,1,13,2,15,0,0,21190,18512,1
2394,0,3,2,4,1,0,15977,18913,1
2395,0,4,7,1,0,0,16380,17456,0
2396,0,5,7,3,1,1,17345,17329,0
2397,1,7,6,9,1,1,15596,16012,0
2398,1,9,3,10,1,1,17369,17958,1
2399,0,1,1,2,1,1,16089,18073,0
2400,0,4,3,2,0,0,16165,17323,1
2401,1,13,6,11,0,0,18979,17982,1
2402,1,4,3,5,0,0,16262,17999,0
2403,0,6,7,4,1,1,17245,18101,1
2404,1,9,4,11,1,1,17385,18003,1
2405,1,5,5,4,2,1,16237,16993,0
2406,1,5,4,4,0,0,17162,18285,1
2407,0,4,3,2,0,0,16272,17952,0
2408,1,6,8,5,0,0,16171,17165,1
2409,0,7,6,6,0,0,16947,15906,0
2410,0,4,8,2,0,0,16413,18033,0
2411,0,1,9,0,0,0,14338,14426,0
2412,1,11,7,7,1,1,18887,17983,1
2413,0,11,2,9,1,1,18842,18914,1
2414,1,10,7,10,2,1,18799,18802,1
2415,0,4,6,4,0,0,16182,17275,0
2416,0,3,4,4,1,0,14591,14415,0
2417,0,6,4,11,1,1,17418,17428,0
2418,1,8,9,7,0,0,17323,17890,1
2419,1,10,4,9,1,1,18709,17270,1
2420,1,6,9,5,0,0,16092,15895,0
2421,0,4,5,6,0,0,16357,17146,0
2422,1,10,6,13,0,0,18658,17992,0
2423,1,10,5,10,0,0,18688,18002,1
2424,1,7,5,8,0,0,18569,17005,0
2425,0,11,10,13,1,0,18895,18690,1
2426,0,3,8,5,1,0,16208,16377,0
2427,0,9,6,9,1,1,18653,17158,0
2428,0,6,10,8,0,0,17306,17871,0
2429,0,2,1,0,1,0,16146,17909,0
2430,1,5,1,6,1,1,17342,18782,1
2431,1,6,8,6,0,0,17439,17295,0
2432,1,8,7,7,1,1,17397,17010,0
2433,1,4,7,2,1,0,15061,17357,1
2434,1,12,6,10,1,1,18826,17985,1
2435,1,7,3,12,1,1,17258,18362,1
2436,1,4,4,4,2,1,17156,17963,1
2437,1,6,3,9,0,0,17337,18490,1
2438,0,8,6,8,1,1,17324,18114,1
2439,1,4,3,7,0,0,17487,17205,0
2440,0,3,7,3,0,0,16120,17051,0
2441,1,2,2,2,1,1,16178,17012,1
2442,0,10,14,15,0,0,18858,17809,0
2443,0,8,8,9,0,0,17447,18220,1
2444,0,5,7,6,0,0,16321,17239,0
2445,0,7,9,7,1,1,17406,17445,1
2446,1,8,6,10,1,1,17432,18186,1
2447,0,1,3,2,1,1,15295,17279,0
2448,1,10,6,11,1,0,18739,18134,1
2449,1,7,4,6,1,0,17334,18220,1
2450,0,3,5,2,0,0,16288,17182,0
2451,0,5,8,10,0,0,17306,17206,0
2452,0,3,8,2,0,0,14917,14240,0
2453,0,7,7,6,0,0,17403,17585,1
2454,0,4,8,5,0,0,16265,17313,0
2455,0,6,6,8,1,1,16324,17212,0
2456,1,11,9,16,0,0,18893,17255,1
2457,0,9,12,8,1,1,18736,18825,1
2458,0,7,8,7,1,0,16140,17131,1
2459,1,7,4,8,0,0,18504,18096,0
2460,0,2,6,1,1,0,16305,18007,0
